Year,Month,Day,identifier,Newspaper,State,Title,Text
1867,6,18,1867061808201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,6,18,1867061806201,Charleston Daily News,SC,telegraphic ,"new york, june 17. - the bank statement shows a decrease of loans of $4,218,000; decrease of deposits $4,412,000; decrease of circulation, $11,000; decrease of specie, $8,649,000; increase of legal tenders, $2,001,000."
1867,6,19,1867061908201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,6,19,1867061906202,Charleston Daily News,SC,local matters,"bank election - at an election held at the first national bank yesterday, f. j. pelzer, eeq., was elected a director, vice a. getty, esq., resigned. "
1867,6,19,1867061906201,Charleston Daily News,SC,local matters,"bank election - at an election held at the first national bank yesterday, f. j. pelzer, eeq., was elected a director, vice a. getty, esq., resigned. "
1867,6,20,1867062008201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,6,21,1867062108201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,6,25,1867062508201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,6,26,1867062608201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,6,26,1867062606201,Charleston Daily News,SC,local matters,"fsb - we publish today the officers and rules of the national fsb and trust co. this bank is a legitimate financial institution, and is governed by the best moneyed men of the land. we refer depositors to the advertisement, or to the office, at no. 9 state-street, and they will obtain full particulars and receive a satisfactory statement of the corporation."
1867,6,27,1867062708201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,6,27,1867062706202,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,6,27,1867062706201,Charleston Daily News,SC,financial,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. 
1867,6,28,1867062808201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"fsb, augusta, ga, no 40 jackson street - money deposited on or before july 15th, 1867, will be entitled to interest as from july 1st"
1867,6,28,1867062808202,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,6,28,1867062806202,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,6,28,1867062806201,Charleston Daily News,SC,financial,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. 
1867,6,29,1867062908201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,6,29,1867062906202,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,6,29,1867062906201,Charleston Daily News,SC,financial,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. 
1867,7,2,1867070206202,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,2,1867070206201,Charleston Daily News,SC,financial,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. 
1867,7,3,1867070306202,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,3,1867070306201,Charleston Daily News,SC,financial,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. 
1867,7,4,1867070420201,New York Herald,NY,"emigrant industrial savings bank, 51 chambers street, new york, july 2.1867.","dividend -the trustees of this bank have ordered that interest, free from tax, be paid to depositors entitled thereto, for
be six months ending june 10, as follows:-on sums of $500
and under, at the rate of six per cent per annum, and on
sums exceeding $500, at the rate of five per cent per annum,
payable on and after monday, 15th instant the interest
will be placed to the credit of depositors as principal, under
date of 1st inst, and will be entitled to interest for the next
six months if not withdrawn.
henry jas. anderson, first vice president
david ledwith, comptroller.
"
1867,7,4,1867070406202,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,4,1867070406201,Charleston Daily News,SC,financial,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. 
1867,7,5,1867070520201,New York Herald,NY,"emigrant industrial savings bank, 51 chambers street, new york, july 2.1867.","dividend -the trustees of this bank have ordered that interest, free from tax, be paid to depositors entitled thereto, for
be six months ending june 10, as follows:-on sums of $500
and under, at the rate of six per cent per annum, and on
sums exceeding $500, at the rate of five per cent per annum,
payable on and after monday, 15th instant the interest
will be placed to the credit of depositors as principal, under
date of 1st inst, and will be entitled to interest for the next
six months if not withdrawn.
henry jas. anderson, first vice president
david ledwith, comptroller."
1867,7,6,1867070606201,Charleston Daily News,SC,financial,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. 
1867,7,6,1867070606202,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,8,1867070806202,Charleston Daily News,SC,special notices,"the first national bank of charleston - charleston, s. c., 8th july 1867. - dividend notice - the borad of directors having declared a dividend of five dollars per share on the capital stock of this bank, the same will be paid to the stockholders on and after this day. wm. c. bresse, cashier."
1867,7,8,1867070806201,Charleston Daily News,SC,financial,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. 
1867,7,8,1867070806203,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,9,1867070906202,Charleston Daily News,SC,telegraphic ,"boston, july 8. - john k. fuller, cashier of the merchant's national bank, was arrcated, charged with illegally abstracting the funds of the bank."
1867,7,9,1867070906201,Charleston Daily News,SC,financial,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. 
1867,7,9,1867070906204,Charleston Daily News,SC,special notices,"the first national bank of charleston - charleston, s. c., 8th july 1867. - dividend notice - the borad of directors having declared a dividend of five dollars per share on the capital stock of this bank, the same will be paid to the stockholders on and after this day. wm. c. bresse, cashier."
1867,7,9,1867070906205,Charleston Daily News,SC,special notices,"the first national bank of charleston - charleston, s. c., 8th july 1867. - dividend notice - the borad of directors having declared a dividend of five dollars per share on the capital stock of this bank, the same will be paid to the stockholders on and after this day. wm. c. bresse, cashier."
1867,7,9,1867070906206,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,9,1867070906203,Charleston Daily News,SC,telegraphic ,"boston, july 8. - john k. fuller, cashier of the merchant's national bank, was arrcated, charged with illegally abstracting the funds of the bank."
1867,7,10,1867071008201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,7,10,1867071006201,Charleston Daily News,SC,special notices,"the first national bank of charleston - charleston, s. c., 8th july 1867. - dividend notice - the borad of directors having declared a dividend of five dollars per share on the capital stock of this bank, the same will be paid to the stockholders on and after this day. wm. c. bresse, cashier."
1867,7,11,1867071108201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,7,11,1867071106204,Charleston Daily News,SC,local matters,"thrift among the freedmen.-the national fsb have branches in nearly every southern city, and through their means the freedmen have been induced to lay by a portion of their hard earning for some probable rainy day. it was thought at one time that it would be impossible for the freed men to economize, and their money would be spent in frivolities, but this has proved to be an unfounded prognostication, and everywhere the same gratifying result is obtained. as an evidence of the thrift and economy now visible among this class of our population, we give the following statistics. at the mobile branch of the fsb, in two weeks, three hundred and one deposits have been received, about half of which were form children and young persons. the deposits were many of them of small amounts, but reached $4639.94. the colored population is about ten thousand. the deposits at the branch in thia city in june amounted to $25,864.94, and the excess of deposit over drafts was 8411.36. those savings banks are intended for the use of the freedmen, but none are excluded form the benefits to be derived form depositing their money in them. their rules aro liberal, and they offer inducements that cannot be surpassed. but the statements we have given show that the popularity of the institution is well founded."
1867,7,11,1867071106203,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,11,1867071106202,Charleston Daily News,SC,financial,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills"
1867,7,11,1867071106201,Charleston Daily News,SC,financial,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. 
1867,7,12,1867071206203,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,12,1867071206202,Charleston Daily News,SC,financial,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills"
1867,7,12,1867071206201,Charleston Daily News,SC,financial,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. 
1867,7,13,1867071306201,Charleston Daily News,SC,financial,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. 
1867,7,13,1867071306203,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,13,1867071306202,Charleston Daily News,SC,financial,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills"
1867,7,15,1867071506203,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,15,1867071506202,Charleston Daily News,SC,financial,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills"
1867,7,15,1867071506201,Charleston Daily News,SC,financial,fsb. money deposited on or before the 15th day of july will be entitled to interest as form july 1st. 
1867,7,16,1867071608201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,7,17,1867071708201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,7,17,1867071706201,Charleston Daily News,SC,financial,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills"
1867,7,17,1867071706202,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,17,1867071718202,New York Times,NY,people's savings bank,"people's savings bank, no. 1,146 broadway, between 26th and 27th sts. six per cent interest, free from tax. money deposited on or before july 20 will draw interest from july 1. bank open daily from 10 a.m. to 4 o'clock p.m. and on mondays and fridays from 10 a.m. to 8 o'clock p.m. charles peck, president. charles t. rodgers, secretary."
1867,7,17,1867071718201,New York Times,NY,atlantic savings bank,"atlantic savings bank, chatham-square, (opposite mott-at). interest six per cent, free of tax, allowed on deposits of $1 to $5,000. money deposited on or before july 20 will receive interest from july 1."
1867,7,17,1867071718204,New York Times,NY,third avenue savings bank,"third avenue savings bank, corner of 3d-av. and 26th-st. present deposits... $4,500,000. six per cent interest paid free from tax, on all sums from $1 to $5,000. all deposits made on or before the 20th of july will draw interest from the 1st of july. bank open daily from 10 a.m. to 3 p.m. and on monday, wednesday, and saturday evenings, from 6 to 8 o'clock. spencer k. green, president. richard kelly, secretary."
1867,7,17,1867071718205,New York Times,NY,williamsburgh savings bank,"williamsburgh savings bank, corner of south 8d and 4th sts. brooklyn l. i. dividend notice - depositors are hereby notified that semi-annual interest at the rate of six per cent per annum on all sums of all three dollars and upward that shall have been deposited three months on the first day of july next, will be paid to depositors on or after monday, july 15. free from tax. interest not called for will be passed to the credit of depositors as principal. deposits made on or before the 10th day of july will draw interest from the 1st. the bank is open for business daily. (sundays and holidays excepted, on mondays and saturdays from 3 to 7 o'clock p.m. and on tuesdays, wednesdays, thursdays and fridays from 10 a.m. until 2 p.m. george ricard, president. william wall, nathaniel bruggs, vice-presidents. samuel w. truslow, secretary."
1867,7,17,1867071718203,New York Times,NY,mechanics' and traders' savings institution,"mechanics' and traders' savings institution. no. 283 bowery. six per cent interest free from government allowed on sums of from $5 to $5,000. deposits made on or before july 20 will draw interest from that date. open daily from 10 a.m. to 4 p.m. and on mondays and wednesdays from 10 a.m. to 7 p.m. akfred t. conklin, president. henry c. fisher, secretary."
1867,7,18,1867071808201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,7,18,1867071806202,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,18,1867071806201,Charleston Daily News,SC,financial,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills"
1867,7,19,1867071908202,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,7,19,1867071908201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"fsb, augusta, ga, no 40 jackson street - money deposited on or before july 15th, 1867, will be entitled to interest as from july 1st"
1867,7,19,1867071906201,Charleston Daily News,SC,financial,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills"
1867,7,19,1867071906202,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,20,1867072008201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,7,20,1867072006202,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,20,1867072006201,Charleston Daily News,SC,financial,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills"
1867,7,22,1867072206201,Charleston Daily News,SC,financial,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills"
1867,7,22,1867072206202,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,23,1867072308201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,7,23,1867072306202,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,23,1867072306201,Charleston Daily News,SC,financial,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills"
1867,7,24,1867072408201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,7,24,1867072406202,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,24,1867072406201,Charleston Daily News,SC,financial,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills"
1867,7,25,1867072508201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,7,25,1867072506202,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,25,1867072506201,Charleston Daily News,SC,financial,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills"
1867,7,26,1867072608201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,7,26,1867072606202,Charleston Daily News,SC,financial,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills"
1867,7,26,1867072606201,Charleston Daily News,SC,telegraphic ,"from boston - boston, july 25. - the supreme court has decided that national bank shares are subject to city and state taxes."
1867,7,26,1867072606203,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,27,1867072708201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,7,27,1867072706201,Charleston Daily News,SC,financial,"national fsb. deposits can always be withdrawn without notice. deposits of specie are repaid in specie. all other deposits are repaid in ""greenbacks"" or national bank bills"
1867,7,27,1867072706202,Charleston Daily News,SC,financial,"national fsb. chartered by act of congress. deposits of any amounts received form any person. interest payable in january and july, in each year. all deposits will be repaid with interest due when required. all the profits belong to the depositors. branches have been established in the principal cities form new york to new orleans, and accounts can be transferred form one branch to another, without charge or interrupting the interest. investments only made in the securities of the united states"
1867,7,28,1867072808201,Daily Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
1867,7,28,1867072808202,Daily Loyal Georgian,GA,"branch office, freedman's savings & trust co., augusta, ga","we, the undersigned, members of the advisory board of this bank, hearing on the streets that the ""fsb has failed,"" take pleasure in saying that we have visited the cashier, mr. prince, and upon examination of the books, find that the rumor is groundless. there has been no interruption in the business of the bank, and depositors can receive their money upon presentation of theri bank, and depositors can receive their money upon presentation of their bank books, in the future, as in the past. persons desiring to deposit can find the cashier from 1 to 4 p.m., of each day in this office. "
1867,8,10,1867081016201,Weekly Loyal Georgian,GA,national freedman's savings and trust company,"chartered by act of congress, branch at augusta, ga. no. 40, ellis stret, corner of jackson. office hours-from 1 to 4 p.m.; and on saturdays, 6.5 to 9 p.m. deposits of one dollar and upward received. interest allowed in january and july. the money deposited will be paid back to the depositor, principal and interest, when called for. all the profits belong to the depositors - no others are interested. branches have been estableshed in nearly every city from new york to new orleans"
