Newspaper,Bank,Frequency,Year,Month,Day,Number,Readership,Title,Section,Text,State,branch,identifier,length,nwords,FSB,Bank_type,Depositors,coverage
New National Era,FSB,Weekly,1870,7,28.0,"Vol. I, no 29",African American,items from the branches. beaufort branch.,From the National Savings Bank. ,"the prospect for the colored people on the « sea islands » this season seem unusually flattering. i have made careful enquiry of residents from the different islands and have made personal examination of many crops, and the stand for cotton is better than it has been for many years. provisions also are looking highly favorably. another encouraging fact is, that the colored farmers are working better, more steadily and with more systematic skill than ever before. they are improving their farms, using more extensively manures and phosphates and purchasing more stock to help them in their work: so that from present appearances they will receive a bountiful harvest. all this of course takes money and for these purposes they have drawn somewhat largely of their savings in the bank, as is generally the case through the spring. while all with commendabl;e pride, praise the favorable appearance of their crops, due in such great measure to their own personal exertions, they with equal unanimity assert, that now as they are getting out of debt and farehanded with the world, and as the bank has to that end been of so much assistance to them, they are going to save every dollar they can from their crops and « bank it » ; for - they say - « it takes a little money to make money ; and i may want some, to start crop next year ». we trust this hopeful resolution will be universally adhered to. there is no reason why the majority of our farmers should not each deposit $100 or more from the proceeds of this year's crops as many have done from their crops of last season. in this way our deposits would easily be doubled, as indeed they should be. friends and depositors think seriously of this, and, as it should be, resolve that it shall be. nelson r. scovel, cashier.",DC,Washington,1870072801210,1784.0,316.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,7,28.0,"Vol. I, no 29",African American,items from the branches. wilmington (n. c.) branch.,From the National Savings Bank. ,"to the friends of the wilmington branch: i am glad to see that the people of wilmington are becoming more interested in the national savings bank. we have opened accounts with seventy-four new depositors during the month of june, who deposited $1,902.91, and increase of twenty-seven new depositors over the month of may. a number of these new depositors had been keeping their money at home, but being satisfied that their money was not safe at home, and that the savings bank is perfectly safe - and it is - they have put their money in the bank. only a short time since, mr. robert thomas, a hard-working colored man, lost $185 by trying to keep his money at home. if he had put his money in this bank it would have been out of reach of the thieves, and would have earned him at least nine dollars a year. another man lost $100 in specie ; and still another $40 in specie. but who ever knew any one to lose money that put it in the national savings bank on dock street? my friends, if you have money at home, don't let the sun go down until it is safe in the savings bank. b. g. bryan, cashier. ",DC,Washington,1870072801207,1098.0,209.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,7,28.0,"Vol. I, no 29",African American,items from the branches. jacksonville branch.,From the National Savings Bank. ,"i cannot report great things from this branch, as this is but a small city, with a comparatively small colored population, and yet it is but just to the people to say, that they are buying land, building houses, and engaging in business, to an extent second to no other place where there is a branch of our bank. our people are doing well, not as well as they might, or as we wish they would, but they are improving. in number of depositors we are gaining steadily, as well as in amount on deposit by the colored people. having a few depositors from the business men of the city, our reports sometimes show a loss during the month, when in fact the colored citizens accounts show an actual gain. our new bank building, is now in process of erection, and our friends are looking forward to its completion with marked interest, and will be stimulated by it to greater practical interest in increasing the amount of deposits. we now have 760 open accounts, showing a balance due our depositors of $63,000. w. l. coan, cashier. ",DC,Washington,1870072801206,1024.0,186.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,7,28.0,"Vol. I, no 29",African American,items from the branches. norfolk branch.,From the National Savings Bank. ,"one hundred thousand dollars ($100,000) on deposit in our bank at norfolk. our balance due depositors is just a little above these figures to day, july 1, 1870, and we are all rejoicing in our great success, as well in the success of so many whose little fortunes this sum represents. when the severity of the present dull and hard times wears away, there is no reason why we should not have twice or three times this amount on deposit. norfolk is sure to be a great city. capitalists are striving to get the great western railroad in operation with norfolk as its eastern terminus, and it now seems quite probable they will succeed, in which cae, with plenty of work for the laborer, and the immense increase of business of all kinds, our colored friends here will surely have « piles » of money to save ; and the national fsb, if it keeps its present reputation, is very sure to receive it on deposit. h. c. percy, cashier. ",DC,Washington,1870072801205,948.0,172.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,7,28.0,"Vol. I, no 29",African American,items from the branches. st. louis branch.,From the National Savings Bank. ,"it may be interesting to many of the patrons of their branch to note the progress made from its organization to the present. it first opened its doors for business on the 29th day of june, 1868. the first deposit received was from an aged lady, amounting to $20. this circumstance was considered auspicious ; she had faith in the permanence and stability of the institution, though she knew nothing of its history or management. the progress has been regular and steady. during the first eighteen months there was an average gain of $1,407.31 per month. for the six months ending july 1, 1870, the net gain has been $25,000, or one hundred per cent. the balance at the principal office to the credit of this branch at the time of this writing is more than $50,000. as gratifying as is this result, it has not been attained without effort, and in the face of many things calculated to discourage. the thirty-nine savings and other banks in st. louis, among the best in the country, have all had a liberal share of the patronage of the colored people. our bank has had to compete with these older and well established institutions, and has gradually ingratiated itself into the confidence of the people. « the rubicon has been passed », and we now feel assured of a grand success. a recent flying visit from our excellent actuary, colonel eaton, foreshadows a new era with us. we are on the eve of removing into our new banking room, one of the best locations in the city. we are ambitious or closing the year with a balance to our credit at the principal office of one hundred thousand dollars. a union of effort is all that is required to attain this end. we ask our friends to see that they use their best endeavors to increase the influence of this great institution. willis h. brent, cashier.",DC,Washington,1870072801211,1797.0,323.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,7,28.0,"Vol. I, no 29",African American,items from the branches. augustra branch.,From the National Savings Bank. ,"more than six thousand dollars were deposited at the augusta branch in the month of june. this is quite fair for the summer, when work is scarce ; and yet, as this is a city of nearly ten thousand colored people, the amount is much less than it should be. ten thousand dollars a month woule be a fair proportion. this branch was started in march, 1866. since then it has received $130,450, and returned to depositors $87,439, leaving $43,011 in the bank, or about one-third of all that has been deposited. one thousand and sixty-nine persones in and around augusta have shown that they place full confidence in the bank : a year ago we could count but 603 depositors. for the first working year the deposits averaged each month only $1,036 : the second year, $1,642 ; the third year, $2,313 ; the fourth year, $3,772 ; and for the last four months have averaged $6,320 a month. i am informed, by persons who have visited the country, that the crop never looked better. there are many indications of a solid prosperity in the future. laborers receive kinder treatment and higher wages. peace is bringing profit to the prudent. we hope that the colored people will look out upon the prospect with a more hopeful spirit, and push on in every good work fearless and free. avoid buying costly garments ; spend not your hard-earned wages for filthy tobacco and useless drinks ; do not waste money at circuses, expensive pic-nics and excursions. it is not better to make your homes beautiful and attractive - better to make them pleasanter for the young and intelligent who are growing up around you? gather about yourselves those things which tend to elevation and refinement. david a. ritter, cashier. ",DC,Washington,1870072801209,1697.0,298.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,7,28.0,"Vol. I, no 29",African American,items from the branches. richmond branch.,From the National Savings Bank. ,"we have opened 129 new accounts the past month (june) and have gained over $4,000 in deposits. our depositors now number about 1200, having to their credit $81,591.31. many of the tobacco mechanics are saving weekly, some of their earnings. this is a good move from the fact, that the manufacture of tobacco, upon which thousands depend for food, is not generally carried on for several weeks in winter. those who have money in bank, will feel that they have something to fall back upon when business fails. from the accounts of our cashiers, it appears that whenever a branch of our bank is located, prosperity follows. the gradual possession of farms, houses and property of all descriptions seem to be inseparably connected with it. let us push along, and continue prospering, ever mindful of the source from whence all blessings spring. charles spencer, cashier. ",DC,Washington,1870072801203,867.0,145.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,7,28.0,"Vol. I, no 29",African American,items from the branches. huntsville branch.,From the National Savings Bank. ,"it is with no small degree of pleasure that i state the growing influence of this branch. it was founded in 1865, late in the fall ; did no business of note for two years, as the figures will show. there was due depositors september 21st, 1867, $386.11 ; september, 1868, $8,148.64 ; september, 1869, $16,754.50 ; may, 1870, $31,017é13. increase for september, 1867, to may, 1870, is $30,631.02. this shows well for the bank ; but there is much that can be done yet. the people seem to be more interested now than ever before. they are beginning to see that it is for their own advantage to use the bank, because it receives deposits of the smallest amounts, pays five per cent interest, and is the strongest and most popular bank in the united states. that our people are practicing economy and thrift is very evident, and their confidence in this institution increases as they see the benefits they derive from it. lafayette robinson, cashier.",DC,Washington,1870072801204,946.0,167.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,7,28.0,"Vol. I, no 29",African American,items from the branches. macon branch.,From the National Savings Bank. ,"our deposits this month so far have amounted to $1,111.83 ; drafts for the same time, $887.65 ; gain for the month so far $224.18. total deposits at this branch to date: $47,856.07. total amount of drafts: $26,852.03. balance due depositors: $21,004.04. our branch is now in its twentieth month, and has saved, as the figures show, an average of a little more than one thousand dollars per month, and i see nothing to hinder it from doing as well, and even better, for the future. t. g. steward, cashier.",DC,Washington,1870072801202,504.0,90.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,7,28.0,"Vol. I, no 29",African American,interest,From the National Savings Bank. ,"the board of trustees at its meeting on july 7th, declared a dividend of 1 2/3 per cent. - 5 per cent, per annum, on all sums remaining on deposit for the four months ending june 30th, 1870. depositors are requested to preseat their bank books to the cashier at the respective branches to have their interest written thereon. interest not drawn from bank is added to the principal, and thus itself earns more interest. ",DC,Washington,1870072801201,419.0,75.0,1.0,Savings,Minority,1870-1874
New Orleans Republican,Citizens' Bank,Weekly,1870,8,3.0,Vol. IV. No. 96,General Audience,,,the citizens' bank has declared a semi-annual dividend of six per cent.,LA,New Orleans,1870080322201,71.0,12.0,0.0,State,,1867-1874
New Orleans Republican,Citizens' Bank,Weekly,1870,8,3.0,Vol. IV. No. 96,General Audience,monetary.,Monetary-Commercial,"at a meeting of the board of directors of the citizens' bank yesterday, a semi-annual dividend of 8 per cent was declared, payable on and after monday, eighth instant.",LA,New Orleans,1870080322202,167.0,29.0,0.0,State,,1867-1874
Daily Dispatch,FSB,Daily,1870,8,8.0,"Vol 34, no 33",General Audience,freedmen's savings bank,Local Matters,"fsb. - the statement of the richmond branch fsb for the month ending july 31st, 1870, shows $91,521.48 to the credit of 1,268 depositors. the gain in deposits during the month was nearly $10,000.",VA,Richmond,1870080807201,248.0,40.0,1.0,Savings,Minority,1865-1870
New National Era,FSB,Weekly,1870,8,11.0,"Vol. I, no 31",African American,"sam. townsend & son. produce commission merchants, no. 47 s. calvert street, baltimore, md.",Advertisements,"sam. townsend & son. produce commission merchants, no. 47 s. calvert street, baltimore, md. we respectfully inform our colored friends that if they send us the produce, grain, corn, tobacco, cotton, tar turpentine, feathers, dried fruits, ac., we will take care of it and get the highest market prices, and remit the money through the savings banks or any other way desired. we refer to the cashiers of the fsbs, guano, bone dust, super phosphate lime, and clover, timothy, and other seeds constantly on hand. ",DC,Washington,1870081101201,530.0,87.0,1.0,Savings,Minority,1870-1874
New York Daily Tribune,Dime Savings Bank of Williamsburghh,Daily,1870,8,15.0,Vol. XXX. No. 9159,General Audience,union dime savings bank,Savings Banks,"six per cent interest on $5 to $5,000. assets $7,695,386 96.",NY,New York City,1870081512201,60.0,11.0,0.0,Savings,,1865-1872
New National Era,FSB,Weekly,1870,8,18.0,"Vol. I, no 32",African American,condition of the freedmen. letter of j. w. alvord.,Articles,"savannah, ga., january 14, 1870. […] the industry of the freedmen is also admitted, and the good influence of the savings bank. the mayor and other officials were quite surprised when i told them the branch in their city had on deposit over $80,000. a prominent physician assured me that in constitutional health negroes had suffered from the influences of slavery ; that in their extreme poverty, no doubt, many infants died from want of care. « in the old time », he said, « they were cared for as animals to be bred ». [...]",DC,Washington,1870081801201,533.0,96.0,1.0,Savings,Minority,1870-1874
New York Times,Dime Savings Bank of Williamsburghh,Daily,1870,8,20.0,"Vol XX, No. 5901",General Audience,union dime savings bank,Savings Banks,"union dime savings bank, nos. 396 and 398 canal-st, corner laight-st. six per cent interest on $5 to $5,000. assets $7,695,386.96. john mcclean, president. [list of names]",NY,New York City,1870082018201,171.0,27.0,0.0,Savings,,1865-1874
New York Daily Tribune,Mutual Benefit Savings Bank,Daily,1870,8,30.0,Vol. XXX. No. 9172,General Audience,mutual benefit savings bank,Savings Banks,"interest commences every month, at six per cent per annum; compounded january and july. country deposits may be sent by express, draft, or post-office money order. one dollar will begin on account. ",NY,New York City,1870083012206,198.0,32.0,0.0,Savings,,1865-1872
New York Daily Tribune,Dime Savings Bank of Williamsburghh,Daily,1870,8,30.0,Vol. XXX. No. 9172,General Audience,dime savings bank,Savings Banks,a months' extra interest is gained by depositing on or before september 1.,NY,New York City,1870083012201,74.0,13.0,0.0,Savings,,1865-1872
New York Daily Tribune,Dime Savings Bank of Williamsburghh,Daily,1870,8,30.0,Vol. XXX. No. 9172,General Audience,union dime savings bank,Savings Banks,"six per cent interest allowed on all sums on $5 to $5,000. assets $7,695,386 96.",NY,New York City,1870083012202,80.0,15.0,0.0,Savings,,1865-1872
New York Daily Tribune,North River Savings Bank,Daily,1870,8,30.0,Vol. XXX. No. 9172,General Audience,north river savings bank,Savings Banks,"interest commences on the first day of each month. six per cent interest paid. bank open daily from 10am to 3pm, and on monday, wednesday and saturday evenings from 6 to 8 o'clock.",NY,New York City,1870083012205,180.0,33.0,0.0,Savings,,1865-1872
New York Daily Tribune,People's Savings Bank,Daily,1870,8,30.0,Vol. XXX. No. 9172,General Audience,people's savings bank,Savings Banks,interest six per cent. money deposited now willl draw interest from september 1.,NY,New York City,1870083012203,80.0,13.0,0.0,Savings,,1865-1872
New York Daily Tribune,Citizens' Savings Bank,Daily,1870,8,30.0,Vol. XXX. No. 9172,General Audience,interest from the first of each month.,Savings Banks,"money deposited now will draw interest from sept.1, at the rate of six per cent on all sums of $5 and upward. interest paid or credited in july and january of each year. bank open every day from 10am to 3pm, and on mondays and staturdays 10am to 7pm.",NY,New York City,1870083012207,250.0,49.0,0.0,Savings,,1865-1872
New York Daily Tribune,New York Savings Bank,Daily,1870,8,30.0,Vol. XXX. No. 9172,General Audience,new york savings bank,Savings Banks,"six per cent interest, paid on all sums from $5 to $5,000. deposits made on or before sept.1 will draw interest from sept.1. ",NY,New York City,1870083012204,125.0,23.0,0.0,Savings,,1865-1872
New National Era,FSB,Weekly,1870,9,8.0,"Vol. I, no 35",African American,freedman's savings bank,Articles,"the following remarkable statistics are taken from the general superintendent of education of the freedman's bureau: number of branches: 27. total deposits to march 31, 1870. $12,605,781.95. total number of depositors: 44,395. average amount of each depositor: $283.94. total drafts to march 1, 1870: $10,948,775.20. total balance now in the branches: $1,657,006.74. number of present depositors: 23,277. average amount of each depositor: $71.18. amount of drafts spent in buying land: $663,149.37. number of purchasers: 3,393. amount expended for the purchase of dwelling houses or homes: $296,917.69. amount spent for seed, implements, teams, &c.: $941,635.74. amount for education and books: $69,664.00. amount for other important purchases for personal and family comfort: $699,299.10. the influence of the bank has been very beneficial, affording the industrious freeman not only a safe depository for his surplus earnings beyond the hourly temptations of extravagance, but placing them where they will also be constantly augmented by the accumulation of interest. it was scarcely to be expected that a people unaccustomed to the necessity of providing for the morrow would at once adopt the economical and saving habits of classes trained to selfhelp. yet, considering this fact, and the hourly temptations to extravagance and dissipation by which they are surrounded, the above statement redounds greatly to their credit, and is a convincing evidence of the highly useful character of this institution. ",DC,Washington,1870090801201,1510.0,224.0,1.0,Savings,Minority,1870-1874
New York Daily Tribune,Mutual Benefit Savings Bank,Daily,1870,9,10.0,Vol. XXX. No. 9182,General Audience,mutual benefit savings bank,Savings Banks,"interest commences every month, at six per cent per annum; compounded january and july. country deposits may be sent by express, draft, or post-office money order. one dollar will begin on account. ",NY,New York City,1870091012203,198.0,32.0,0.0,Savings,,1865-1872
New York Daily Tribune,Dime Savings Bank of Williamsburghh,Daily,1870,9,10.0,Vol. XXX. No. 9182,General Audience,union dime savings bank,Savings Banks,"six per cent interest on $5 to $5,000. money deposited now will earn interest from october 1. assets $7,695,386 96.",NY,New York City,1870091012202,115.0,20.0,0.0,Savings,,1865-1872
New York Daily Tribune,Third Avenue Savings Bank,Daily,1870,9,10.0,Vol. XXX. No. 9182,General Audience,third-ave. savings bank,Savings Bank,"open daily from 10am to 3pm, and on monday, wednesday, and saturday evenings from 6 to 8. o'clock ",NY,New York City,1870091012201,98.0,18.0,0.0,Savings,,1865-1872
New National Era,FSB,Weekly,1870,9,22.0,"Vol. I, no 37",African American,items from the branches. charleston branch.,From the National Savings Bank. ,"charleston, s. c., aug. 19, 1870. the deposits of this branch continue to increase, as you will see by our reports for june and july. our gain in june was $2,170.72 ; in july, $5,419.95. the total amount due depositors on the 1st of august was $164,347.59. these gains at this season of the year, when business in charleston in very light, are very encouraging, and we can see no reason why our deposits should not exceed $200,000 before next january. nathan ritter, cashier.",DC,Washington,1870092201203,475.0,84.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,9,22.0,"Vol. I, no 37",African American,items from the branches. jacksonville branch.,From the National Savings Bank. ,"jacksonville, fla., aug. 15, 1870. the jacksonville branch continues to have a being - modestly and still with (we trust) a becoming ambition - forgetting the things that are past, looks forward to not only better things, but larger. our depositors for the month of july were 231, amounting to $32,519.97. amount due depositors at the end of the month, $60,216.24. our people are buying land, building houses, &c., and thus constantly illustrating the benefits and advantages of our bank, which helps them save the small items otherwise wasted foolishly. ",DC,Washington,1870092201204,555.0,90.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,9,22.0,"Vol. I, no 37",African American,"fires - money stolen, &c.",From the National Savings Bank. ,"since my last, two colored men, who did not appreciate the bank, have lost over $100 each by having their hard-earned savings, which they had placed in their beds, burned. they now wish they had put the same in the bank. a depositor had his house and contents burned, but the money was saved, (although the depositor's book was burned), because he had it in a safe place. while we regret these individual losses, we think the public will be benefitted by such facts. ",DC,Washington,1870092201202,467.0,84.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,9,22.0,"Vol. I, no 37",African American,raleigh branch.,From the National Savings Bank. ,"raleigh, n. c., august 18, 1870. it gives me pleasure to report that our branch is at this time doing very well, though the people are greatly excited over the recent election, which to some extent affects business and money matters. but i am glad to state that, in general, the colored people are becoming more and more enlightened on the subject of economy. our new deposits increase, and this last month shows a respectable total, which i give, as follows: for the month of july, deposits, $86,893.95 ; drafts, $71,623.32. we hope soon to reach $100,000. g. w. brodie, cashier. ",DC,Washington,1870092201205,581.0,101.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,9,22.0,"Vol. I, no 37",African American,increased confidence in our institution,From the National Savings Bank. ,"a lady came in to-day with near $1,400 to deposit, saying this was the first time she ever trusted a bank, and this the only one she would trust with her money. we believe we have the confidence and good will of all classes of citizens. our new building will increase that confidence in the stability of our institution. yours, truly, w. l. coan, cashier. ",DC,Washington,1870092201201,356.0,65.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,9,22.0,"Vol. I, no 37",African American,nahsville branch.,From the National Savings Bank. ,"the memphis ledger says: « the negro is fast becoming proprietor of the soil he formerly tilled for his master. about five hundred negroes own farms in the vicinity of memphis, and all their farms are well cultivated, while the farms of a great many white men are covered with weegs. industry is bound to overcome all obstacles and make men rich, while laziness ends in the work-house and a pauper's grave ». the above testimony we are glad to have for this reason: it furnishes another evidence that an agency of great power is at work, producing the change above alluded to. evidently a revolution is going on, materially affecting the condition, in a variety of ways, of those heretofore considered as chattels, and we must not be surprised to learn that one of the great agencies which has assisted in bringing this about is the powerful influence of this savings bank among the people of the south. for doubtless many of these « five hundred negroes » alluded to have been, if they are not now, patrons of the savings bank. now, if what is stated above be true with regard to the « negroes » in the locality of memphis, it is also true with regard to them in other localities. we are aware of many in this locality who have become to owners of homesteads through their industry and economy, and who have used the savings bank as the depository of their funds, and some have positively assured us that it seemed almost an impossibility for them to accumulate anything until they began to avail themselves of the advantages afforded them by the bank. while this is true with reference to a great many, there are yet numbers who can and who ought to assist in making this noble institution a complete success. we have seen, then, that, with what any be considered only a partial effort, what has been accomplished in so short a time. what may we not expect if we but go to work vigorously, with the determination of accomplishing whatever we take in hand? this branch, at the close of the month of june, has 779 depositors, with upwards of $68,000 due them. quite a respectable sum, it is true, but not as large as it should not be. during the month of june the amount deposited at this branch was $16,619.94. the amount paid on drafts was $13,720.60, giving us a gain of nearly $3,000 fot he month of june. john j. cary, cashier. ",DC,Washington,1870092201207,2337.0,423.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,9,22.0,"Vol. I, no 37",African American,memphis branch.,From the National Savings Bank. ,"the interest which the colored people have heretofore manifested in this bank has not abated, but rather increased. many have held aloof from us, thinking there was no safety in banks ; but as three years have passed, and no cause of complaint been found, their fears have dwindled away, and they now accept this bank as the only safe place for their money. this increased confidence manifests itself in the increased amount of deposits, which our reports will show. during the time, from july, 1868, to july. 1869, the monthly average of deposits were $9,666.52, from july, 1869, to july, 1870, $15,180.63, being an average monthly increase of $5,514.11 over the previous year. many of the branches have received deposits from wealthy men and business firms, while at this branch the deposits have principally been from those who have from one to ten dollars to save. at present (august 1, 1870) we have 939 open accounts, with a balance due depositors of $79,663.81. many of the colored people are purchasing land and building. the prospect is excellent for the coming fall, as the freedmen have worked hard, and the lord has prospered them. n. d. smith, cashier. ",DC,Washington,1870092201206,1166.0,198.0,1.0,Savings,Minority,1870-1874
New York Times,Mutual Benefit Savings Bank,Daily,1870,9,25.0,"Vol XX, No. 5931",General Audience,mutual benefit savings bank,Savings Banks,"mutual benefit savings bank, no. 166 nassau st, sun building n. y. interest commences every month, at six per cent, per annum, compounded january and july. a limited number of special accounts will be opened and interest allowed on the daily balances. checks paid at sight without the pass book, in this department only. charles k. graham, president. g. h. benedict, secretary.",NY,New York City,1870092518207,377.0,62.0,0.0,Savings,,1865-1874
New York Times,Mechanics' and Traders' Bank,Daily,1870,9,25.0,"Vol XX, No. 5931",General Audience,mechanics' and traders' savings institution,Savings Banks,"mechanics' and traders' savings institution. no. 283 bowery, near houston st. six per cent interest paid on all sums from $5 to $10,000. money deposited before oct. 1 will draw interest from that date. german spoken. open dailu from 10 to 3, and on monday and wednesday from 10 to 7. alfred t. concklin, president. henry c. fisher, secretary.",NY,New York City,1870092518206,342.0,59.0,0.0,State,,1865-1874
New York Times,Citizens' Savings Bank,Daily,1870,9,25.0,"Vol XX, No. 5931",General Audience,citizens' savings bank,Savings Banks,"interest from the first of each month. citizens' savings bank. no. 59 bowery, south-west corner of canal st. present rate of interest six per cent on all sums exceeding $5. interest paid or credited in july and january of each year. bank open every day from 10 a.m. to 3 p.m. and on mondays and saturdays from 10 a.m. to 7 p.m. ",NY,New York City,1870092518205,328.0,62.0,0.0,Savings,,1865-1874
New York Times,Third Avenue Savings Bank,Daily,1870,9,25.0,"Vol XX, No. 5931",General Audience,third avenue savings bank,Savings Banks,"all deposits made on or before oct. 1 will draw interest from that date. $1 to $5,000 received. six per cent interest paid. third avenue savings bank, corner 3d-av, and 26th st. open daily from 10 a.m. to 3 p.m., and on monday, wednesday, and saturday evenings from 6 to 8 o'clock.",NY,New York City,1870092518204,281.0,52.0,0.0,Savings,,1865-1874
New York Times,Metropolitan Savings Bank,Daily,1870,9,25.0,"Vol XX, No. 5931",General Audience,metropolitan savings bank,Savings Banks,"metropolitan savings bank, nos. 1 and 3 3d-av. opposite cooper institute. six per cent interest allowed on all sums of $5 and upward. $1 received. interest commences oct. 1 and is payable in january. bank open from 10 to 3 daily, and on mondays and wednesdays from 5 to 7 p.m. ",NY,New York City,1870092518203,277.0,51.0,0.0,Savings,,1865-1874
New York Times,Excelsior Savings Bank,Daily,1870,9,25.0,"Vol XX, No. 5931",General Audience,excelsior savings bank,Savings Banks,"excelsior savings bank, no. 268 6th-av, booth's theatre. money deposited now will draw interest from october and 7 per cent per annum. interest paid on all sums from $1 to $10,000. wm. m. giles, president. [list of names]",NY,New York City,1870092518202,221.0,38.0,0.0,Savings,,1865-1874
New York Times,Irving Savings Institution,Daily,1870,9,25.0,"Vol XX, No. 5931",General Audience,irving savings institution,Savings Banks,"irving savings institution, no. 96 warren-st. open daily from 10 a.m. to 3 p.m. money deposited now will draw interest from oct. 1 at 6 per cent on all amounts. w. w. concklin, president. vanderbilt, l. buxton, sec'y. ",NY,New York City,1870092518201,218.0,38.0,0.0,Savings,,1865-1874
New York Daily Tribune,Dime Savings Bank of Williamsburghh,Daily,1870,9,27.0,Vol. XXX. No. 9196,General Audience,union dime savings bank,Savings Banks,"six per cent interest on $5 to $5,000. money deposited now will earn interest from october 1. assets $7,758,946 96.",NY,New York City,1870092712201,115.0,20.0,0.0,Savings,,1865-1872
New York Daily Tribune,Mutual Benefit Savings Bank,Daily,1870,9,27.0,Vol. XXX. No. 9196,General Audience,mutual benefit savings bank,Savings Banks,"interest commences every month, at six per cent per annum; compounded january and july. country deposits may be sent by express, draft, or post-office money order. one dollar will begin on account. ",NY,New York City,1870092712204,198.0,32.0,0.0,Savings,,1865-1872
New York Daily Tribune,Third Avenue Savings Bank,Daily,1870,9,27.0,Vol. XXX. No. 9196,General Audience,third-ave. savings bank,Savings Bank,"all deposits made on or before october 1, will draw interest from that date. $1 to $5,000 received. 6 per cent interest. bank open daily from 10am to 3pm, and on monday, wednesday, and saturday evenings from 6 to 8. o'clock ",NY,New York City,1870092712206,224.0,41.0,0.0,Savings,,1865-1872
New York Daily Tribune,Metropolitan Savings Bank,Daily,1870,9,27.0,Vol. XXX. No. 9196,General Audience,metropolitan savings bank,Savings Banks,"six per cent interest allowed on all sums of $5 and upward. one dollar received. interest commences october 1, and is payable in january.  bank open from 10 to 3 daily, and on monday and wednesdays from 5 to 7 pm.",NY,New York City,1870092712205,213.0,41.0,0.0,Savings,,1865-1872
New York Daily Tribune,Bull's Head Bank,Daily,1870,9,27.0,Vol. XXX. No. 9196,General Audience,48th dividend.,Dividend Notices,"out of the earnings of the last three months this bank has declared its usual quaterly dividend of five per cent, free of all taxed, payable on and after the 1st of october next.",NY,New York City,1870092712203,178.0,34.0,0.0,State,,1865-1872
New York Daily Tribune,Citizens' Savings Bank,Daily,1870,9,27.0,Vol. XXX. No. 9196,General Audience,interest from the first of each month.,Savings Banks,"present rate of interest six per cent on all sums from five dollars to ten thousand dollars. money deposited on or before october 1 will bear interest from that date. interest ealealated from the first of the month following the day of deposits, and is computed and paid or credited january 1 and july 1, on the amount in bank on those days. bank open every day from 10am to 3pm, and on mondays and saturdays from 10am to 7pm.",NY,New York City,1870092712207,426.0,80.0,0.0,Savings,,1865-1872
New York Daily Tribune,Irving Savings Institution,Daily,1870,9,27.0,Vol. XXX. No. 9196,General Audience,irving savings institution,Savings Banks,"open daily from 10am to 3pm. money deposited on or before october 1, will draw interest from that date, at 6 per cent, on all amounts.",NY,New York City,1870092712202,134.0,26.0,0.0,Savings,,1865-1872
New National Era,FSB,Weekly,1870,9,29.0,"Vol. I, no 38",African American,items from the branches. augustra branch.,From the National Savings Bank. ,"the deposits for august numbered 359, and amounted to $7,552.86. the drafts numbered 210, amounting to $2,352.27. more was deposited than in any month since the bank was established. there were 70 new depositors, and on the 1st of september the branch had 1,166 depositors, with a balance due of $47,591.04. d. a. ritter, cashier.",DC,Washington,1870092901201,330.0,55.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,9,29.0,"Vol. I, no 38",African American,united effort.,From the National Savings Bank. ,"in times past we have recognized and felt the power of the advisory committee, and our host of friends, in inducing the people to save their money in this bank. they deserve high praise. whatever there may be in the political outlook of the future, whatever there may be in the present to oppress and dishearten the colored people and those working for them, we must not forget to do all in our power, in right ways, to uplift them, and make them better and stronger, more intelligent and prosperous. at this season of the year the city is full of strangers from the country, either bringing to market the crop of the men for whom they have been working, or their own crop. is not here a field for work? are these men to enter town and depart ignorant of the existence of this bank, ignorant of its foundation, its value to them, and how they may be helped by it? it need not be so. to know they muyst talk to them. all who have proved its worth can urge them. they do not often leave the city empty-pursed, unless they have fallen among thieves, the very class who hate the savings bank. as soon as the laborers receive their wages, and the farmer receives the money from his crop, let some friend bring them straight to the bank and avoid those ills which harm a countryman in the city. if they take their money home into the country, they may do as a good many foolish men have done - they may lend it to persons who are ready. to promise a high rate of interest for its use, but it is very uncertain if they will ever be able to get the interest or anything else in return. depositors, why not urge them to put it into this bank before they leave town? david. a. ritter, cashier. augusta branch, sept. 13, 1870.",DC,Washington,1870092901203,1715.0,326.0,1.0,Savings,Minority,1870-1874
